player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_epa,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_positive_epa_percent,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_epa,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_positive_epa_percent,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_epa,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_positive_epa_percent,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_epa,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_positive_epa_percent,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Josh Love,34044,QB,S JOSE ST,8,188,59.6,57,65,11.6,2.19,4,2,2.9,49.2,32,29,5.9,72,38.3,2,-0.6,16,,,,,45.5,50.2,77.2,,49.6,,,61.6,,,3,2,75,30.6,17.2,63.5,6.9,5,2,0,1,3,4,5.3,278,4.3,0,285,29.7,51.1,51.6,48.1,66.3,104,106,10.0,2.34,0,2,1.8,56.6,60,17,13.0,116,61.7,9,-0.09,33,,,,,37.8,54.4,79.3,,54.9,54.6,,56.6,,,0,5,123,43.1,35.3,61.4,5.2,6,4,1,1,2,7,5.7,650,6.1,64.7,133,138,10.5,2.15,4,3,2.1,54.3,75,0,12.8,142,75.5,11,-0.08,41,,,,,73.3,60.0,80.0,,60.1,,,56.5,,,0,7,147,42.3,,59.6,0.0,0,4,1,0,4,7,4.8,784,5.7,0,60.7,28,33,10.9,2.69,0,1,2.6,51.5,17,46,0.0,46,24.5,0,-0.92,8,,,,,16.5,35.5,75.8,,34.6,54.6,,61.8,,,3,0,51,26.1,23.9,73.3,23.9,11,2,0,2,1,4,7.8,144,4.4
Keon Howard,40418,QB,SO MISS,7,185,65.9,44,50,9.6,2.23,2,2,3.9,50.0,25,24,13.8,52,28.1,4,-0.1,18,,,,,69.8,59.1,75.9,,59.4,54.3,,,,,1,3,53,36.5,4.2,76.6,1.9,1,0,0,3,4,3,5.7,374,7.5,0,296,31.1,59.7,60.3,58.6,69.0,116,122,9.6,2.57,3,4,3.1,59.0,72,35,10.0,133,71.9,8,0.03,36,,,,,41.9,59.2,45.1,,60.7,54.3,,56.1,,,1,2,141,37.6,5.7,83.9,1.5,2,7,0,2,4,8,5.7,835,6.8,71.3,115,120,8.7,2.2,5,2,1.6,59.2,71,0,13.4,126,68.1,11,0.12,36,,,,,56.7,64.0,79.6,,64.0,46.3,,61.0,,,0,1,131,39.7,,87.1,0.0,0,3,0,0,4,5,3.8,808,6.7,2,60.0,45,52,11.8,3.07,0,4,7.3,50.0,26,59,3.7,59,31.9,1,-0.28,18,,,,,41.9,51.1,18.7,,53.9,,,53.5,,,2,4,63,32.2,5.1,69.5,5.1,3,4,0,5,4,6,9.5,401,7.7
David Pindell,55126,QB,UCONN,7,184,62.8,43,53,7.6,2.71,1,1,1.8,47.2,25,32,7.4,61,33.2,2,-0.17,16,,,,,70.3,50.4,76.5,,46.8,,,67.9,,,3,2,63,42.6,6.3,61.6,3.3,2,5,0,6,2,3,4.8,297,5.6,0,146,60.9,58.4,52.6,65.1,63.1,103,106,9.7,2.84,0,6,5.2,55.7,59,41,9.2,123,66.8,6,-0.22,28,,,,,72.9,57.3,79.6,,57.2,,,58.5,,,0,4,133,35.0,17.1,64.2,5.7,7,10,0,3,2,7,5.3,640,6.0,63.8,105,106,8.4,2.31,1,5,4.5,58.5,62,0,7.5,111,60.3,5,-0.12,28,,,,,72.4,54.3,79.0,,53.4,,,63.2,,,0,4,117,42.3,,70.6,0.0,0,4,0,0,3,7,6.0,664,6.3,0,61.0,41,53,10.8,3.54,0,2,3.4,41.5,22,73,12.0,73,39.7,3,-0.33,16,,,,,71.0,56.0,77.5,,54.2,,,61.9,,,3,2,79,30.1,12.3,48.7,12.3,9,11,0,9,1,3,3.8,273,5.2
Kato Nelson,40264,QB,AKRON,10,183,64.7,34,45,12.2,2.9,4,2,4.1,46.7,21,26,4.5,61,33.3,1,-0.27,18,,,,,70.5,70.2,76.6,,64.5,,,75.0,,,0,1,65,36.1,38.5,83.0,16.4,10,6,0,7,3,1,1.5,314,7.0,0,102,60.9,66.4,62.3,68.7,65.9,85,96,14.1,3.18,3,9,9.1,51.0,49,38,12.5,122,66.7,7,-0.05,32,,,,,38.4,64.2,79.3,,60.6,57.0,,69.9,,,2,1,125,40.2,31.6,87.0,9.8,12,14,0,6,5,9,7.2,676,7.0,67.3,101,109,13.1,2.48,6,9,8.0,56.0,61,0,10.3,119,65.0,7,0.13,40,,,,,72.7,76.5,79.2,,74.5,57.0,,67.7,,,0,2,123,47.9,,91.2,0.0,0,10,0,2,6,7,5.7,831,7.6,5,55.6,18,32,16.0,4.2,1,2,5.7,28.1,9,64,10.0,64,35.0,1,-0.61,10,,,,,26.4,47.2,76.7,,35.6,,,75.8,,,2,0,67,21.9,34.4,68.6,34.4,22,10,0,11,2,3,4.5,159,5.0
Zack Greenlee,46587,QB,UTEP,9,179,55.2,67,75,12.2,3.01,3,6,7.5,46.7,35,37,5.4,93,52.0,2,-0.22,26,,,,,71.9,64.2,78.3,,62.1,,,64.8,,,0,2,100,37.6,18.9,67.7,7.5,7,11,0,5,3,3,3.0,441,5.9,0,330,63.8,59.8,58.3,60.5,59.1,66,74,10.7,3.1,1,4,5.1,48.6,36,23,7.7,86,48.0,3,-0.3,17,,,,,50.1,54.4,78.0,,54.9,51.6,,57.9,,,1,4,91,33.7,4.3,45.6,1.2,1,10,0,6,1,5,5.5,372,5.0,61.2,103,108,10.0,2.6,3,8,7.0,55.6,60,0,4.8,119,66.5,3,-0.02,32,,,,,72.7,74.6,79.3,,74.9,54.3,,59.8,,,0,1,125,42.0,,78.8,0.0,0,10,0,2,3,1,0.8,648,6.0,0,43.3,30,41,16.4,3.96,1,2,4.5,26.8,11,60,15.4,60,33.5,2,-0.72,11,,,,,43.7,33.1,76.7,,28.9,60.0,,62.9,,,1,5,66,23.3,13.3,12.4,13.3,8,11,0,9,1,7,10.6,165,4.0
Chad President,28862,QB,TULSA,9,178,58.5,65,68,9.3,2.3,1,0,0.0,45.6,31,29,18.4,78,43.8,7,-0.4,16,,,,,49.1,34.4,77.7,,34.6,,,57.7,,,1,1,86,30.8,20.7,58.6,7.7,6,4,0,1,1,4,4.7,323,4.8,0,320,49.2,51.0,47.0,60.2,70.1,87,90,11.2,2.65,2,3,3.1,57.8,52,25,14.8,100,56.2,9,0.08,27,,,,,72.2,62.9,78.6,,61.4,,,64.2,,,0,1,107,40.0,8.0,80.7,2.0,2,8,0,1,2,6,5.6,598,6.6,69.2,117,120,10.0,2.24,3,3,2.3,55.0,66,0,18.5,124,69.7,15,-0.13,30,,,,,72.9,55.9,79.5,,56.4,,,55.1,,,0,2,132,35.5,,73.2,0.0,0,4,0,0,3,5,3.8,689,5.7,4,51.4,35,38,11.6,3.07,0,0,0.0,44.7,17,54,5.6,54,30.3,1,-0.13,13,,,,,41.9,38.8,76.3,,34.3,,,66.0,,,1,0,61,37.0,14.8,64.8,14.8,8,8,0,2,0,5,8.2,232,6.1
Cole Kelley,39945,QB,ARKANSAS,9,178,63.8,58,69,8.7,3.02,1,0,0.0,52.2,36,49,2.7,84,47.2,1,-0.24,21,,,,,24.0,44.2,32.3,,46.9,,,50.2,,,7,0,92,31.0,22.4,83.7,13.1,11,3,0,3,3,3,3.3,391,5.7,0,111,28.4,53.0,49.5,63.4,70.9,79,83,9.0,3.12,0,2,2.2,61.4,51,36,8.9,94,52.8,5,0.06,30,,,,,52.0,58.2,78.4,,54.8,,,70.4,,,3,4,102,42.6,11.1,85.8,4.3,4,5,0,1,5,7,6.9,647,7.8,75.9,83,84,8.2,2.82,1,1,1.1,69.0,58,0,7.9,93,52.2,5,0.23,34,,,,,71.9,64.3,78.4,,61.7,,,67.7,,,0,3,101,46.2,,98.3,0.0,0,6,0,0,5,5,5.0,680,8.1,1,55.6,54,68,10.0,3.35,0,1,1.3,42.6,29,85,3.3,85,47.8,1,-0.43,17,,,,,19.8,37.1,32.7,,39.4,,,52.6,,,10,1,93,27.1,17.6,68.1,17.6,15,2,0,4,3,5,5.4,358,5.3
Demry Croft,13644,QB,MINNESOTA,9,174,65.6,32,41,10.8,3.15,1,3,6.7,41.5,17,31,19.0,56,32.2,4,-0.51,13,,,,,41.9,45.1,17.7,,49.7,60.0,,49.9,,,1,0,60,32.1,25.8,71.5,14.3,8,7,0,7,1,4,6.7,263,6.4,0,225,45.7,47.9,43.8,58.0,55.3,76,86,11.3,3.23,0,2,2.3,40.7,35,46,16.7,118,67.8,7,-0.41,22,,,,,55.1,45.9,79.1,,44.0,,,59.2,,,0,7,121,32.2,21.7,33.5,8.5,10,22,1,9,3,8,6.6,409,4.8,61.7,81,84,11.0,2.79,1,3,3.4,50.0,42,0,16.0,97,55.7,8,-0.16,26,,,,,72.0,54.9,78.4,,58.4,,,49.3,,,0,5,102,41.2,,60.2,0.0,0,13,1,1,4,5,4.9,512,6.1,3,48.1,27,43,11.4,3.74,0,2,4.4,23.3,10,77,23.1,77,44.3,3,-0.81,9,,,,,28.2,32.7,26.0,,29.1,60.0,,62.6,,,1,2,79,20.8,23.4,23.2,23.4,18,16,0,15,0,7,8.9,160,3.7
Jacob Park,12662,QB,IOWA STATE,4,171,65.5,55,57,10.6,2.54,0,1,1.7,57.9,33,24,8.3,61,35.7,3,0.01,22,,,,,70.4,64.9,76.5,,65.2,,,57.3,,,0,1,63,41.0,12.5,103.6,4.9,3,1,0,2,6,3,4.8,349,6.1,0,193,74.7,70.4,67.8,67.1,73.3,101,105,7.3,2.33,0,5,4.5,63.8,67,20,9.5,110,64.3,7,0.01,40,,,,,72.4,69.0,79.0,,67.7,,,64.0,,,0,4,115,49.1,10.0,81.9,1.8,2,3,0,4,3,4,3.5,832,7.9,70.4,125,125,7.7,2.11,0,5,3.8,64.0,80,0,9.1,127,74.3,8,0.1,48,,,,,72.9,68.2,79.5,,68.6,,,51.7,,,0,3,132,48.8,,89.6,0.0,0,2,0,0,5,5,3.8,925,7.4,0,71.0,31,37,11.3,3.25,0,1,2.6,54.1,20,44,9.1,44,25.7,2,-0.26,14,,,,,69.4,65.8,75.4,,62.7,,,69.1,,,0,2,46,38.6,11.4,89.5,11.4,5,2,0,6,4,2,4.3,256,6.9
Luke Skipper,39975,QB,TULSA,7,168,70.3,64,71,11.6,2.67,2,4,5.5,53.5,38,34,15.6,86,51.2,7,-0.19,28,,,,,49.5,72.1,28.7,,68.9,,,74.5,,,1,3,88,36.0,26.5,63.8,10.5,9,6,0,4,1,3,3.4,512,7.2,0,320,52.7,66.1,66.6,58.9,65.4,52,58,12.1,3.29,3,3,4.5,56.9,33,30,2.9,82,48.8,1,0.1,18,,,,,71.5,61.3,77.9,,62.1,60.0,,58.4,,,1,1,90,31.7,26.7,99.1,9.8,8,16,1,1,2,2,2.2,630,10.9,74.7,91,96,8.8,2.26,4,6,5.8,65.6,63,0,7.4,104,61.9,5,0.3,33,,,,,72.3,78.9,78.8,,77.0,,,66.6,,,0,1,112,42.3,,101.2,0.0,0,8,1,0,3,1,0.9,884,9.2,1,44.0,25,33,22.6,4.13,1,1,2.9,24.2,8,64,27.3,64,38.1,3,-0.62,13,,,,,43.7,47.8,20.6,,45.1,60.0,,62.5,,,2,3,66,20.3,26.6,21.8,26.6,17,14,0,5,0,4,6.1,258,7.8
TaQuon Marshall,39457,QB,GA TECH,11,166,38.8,49,57,19.2,3.28,1,5,8.3,29.8,17,46,10.5,79,47.6,2,-0.41,16,,,,,71.2,52.2,77.5,,51.4,,,59.4,,,4,1,82,22.8,23.9,69.0,13.9,11,11,0,3,4,4,4.9,353,6.2,0,176,31.7,59.7,58.0,58.7,51.9,54,59,20.5,3.59,1,6,9.2,42.4,25,34,10.7,87,52.4,3,-0.04,27,,,,,71.7,67.1,78.1,,64.7,,,65.2,,,0,4,95,33.3,26.5,83.6,10.3,9,19,0,4,6,5,5.3,574,9.7,58.3,72,74,20.1,3.0,1,10,12.8,51.4,38,0,9.5,86,51.8,4,0.52,36,,,,,71.5,90.3,77.9,,90.5,,,61.8,,,0,3,90,44.2,,109.3,0.0,0,12,0,1,7,4,4.4,885,12.0,0,16.1,31,42,19.4,3.9,1,1,2.1,9.5,4,80,20.0,80,48.2,1,-1.0,7,,,,,71.4,27.9,77.8,,25.5,,,63.7,,,4,2,87,11.3,25.0,43.6,25.0,20,18,0,6,3,5,5.7,42,1.0
D'Eriq King,26636,QB,HOUSTON,7,165,65.2,46,49,12.0,2.44,0,4,7.8,55.1,27,19,10.0,57,34.5,3,0.01,17,,,,62.9,71.4,64.4,80.3,,61.6,60.0,,76.2,,,1,1,59,40.4,21.1,81.7,7.0,4,4,0,2,1,3,5.1,416,8.5,0,182,71.6,77.5,75.7,71.6,82.6,86,91,8.3,2.59,1,3,3.2,70.3,64,20,9.9,108,65.5,7,0.38,39,,,,75.2,58.0,78.3,83.5,,81.4,72.8,,52.1,,,0,1,113,47.2,25.0,117.3,4.6,5,10,1,3,6,1,0.9,857,9.4,82.6,115,117,8.7,2.14,1,5,4.1,72.6,85,0,10.5,126,76.4,10,0.42,50,,,,72.1,61.0,79.4,84.4,,84.2,69.6,,53.0,,,0,2,132,51.6,,117.6,0.0,0,7,1,0,7,3,2.3,1184,10.1,0,35.3,17,23,15.7,3.82,0,2,8.3,26.1,6,39,0.0,39,23.6,0,-0.3,6,,,,66.7,69.2,53.9,77.9,,43.6,61.4,,69.7,,,1,0,40,23.1,23.1,43.2,23.1,9,7,0,5,0,1,2.5,89,3.9
Nathan Elliott,34526,QB,N CAROLINA,5,160,50.0,50,56,11.3,2.5,3,1,1.6,39.3,22,25,12.0,62,38.8,3,-0.18,16,,,,,70.6,53.3,76.9,,52.6,43.2,,66.4,,,1,3,68,35.5,12.0,55.3,4.8,3,3,0,2,3,2,2.9,335,6.0,0,245,78.7,68.9,64.4,69.6,70.2,84,90,8.1,2.58,1,1,1.1,60.0,54,21,8.5,98,61.3,5,0.08,37,,,,66.7,72.0,73.9,78.5,,72.3,76.7,,60.6,,,0,2,101,46.9,33.3,96.1,7.1,7,1,0,5,7,1,1.0,590,6.6,65.7,108,112,8.7,2.38,2,2,1.7,58.0,65,0,8.5,114,71.3,6,0.23,45,,,,66.7,72.6,70.3,79.3,,69.5,61.2,,62.1,,,0,2,120,50.9,,95.0,0.0,0,2,0,2,8,0,0.0,757,6.8,0,50.0,26,34,11.7,2.98,2,0,0.0,32.4,11,46,15.4,46,28.8,2,-0.65,8,,,,,69.6,53.1,75.6,,50.9,60.0,,65.0,,,1,3,49,21.7,21.7,32.5,21.7,10,2,0,5,2,3,6.1,168,4.9
Keller Chryst,46472,QB,STANFORD,7,157,61.0,82,86,11.3,2.48,2,5,5.6,54.7,47,27,6.0,96,61.1,3,0.04,31,,,,,51.7,70.9,78.3,,72.3,,,48.4,,,0,3,100,41.7,25.9,86.0,7.3,7,3,0,2,6,7,7.0,613,7.1,0,300,61.9,65.0,67.0,59.1,68.0,50,60,10.4,2.38,5,2,3.1,51.7,31,18,8.8,61,38.9,3,0.03,15,,,,,70.5,56.4,76.6,,56.9,,,57.3,,,4,1,65,37.7,0.0,73.5,0.0,0,1,0,1,2,5,7.7,349,5.8,66.0,103,110,9.9,2.32,6,5,4.3,57.3,63,0,7.4,112,71.3,5,0.19,34,,,,,54.7,71.2,79.0,,71.5,,,52.6,,,0,3,118,43.8,,82.7,0.0,0,2,0,1,6,6,5.1,688,6.3,6,55.2,29,36,14.6,2.74,1,2,5.3,41.7,15,45,6.3,45,28.7,1,-0.35,12,,,,,69.4,51.5,75.4,,53.9,,,51.2,,,4,1,47,31.1,15.6,75.5,15.6,7,2,0,2,2,6,12.8,274,7.6
Max Browne,46632,QB,PITTSBURGH,6,151,72.3,47,50,8.1,2.53,1,0,0.0,64.0,32,21,5.9,54,35.8,2,-0.06,19,,,,,69.8,62.5,75.9,,62.1,,,,,,1,1,54,50.0,19.0,83.8,7.4,4,0,0,1,1,2,3.7,360,7.2,0,268,59.1,75.9,75.9,54.7,81.0,84,85,8.7,2.65,0,5,5.7,75.3,64,26,5.9,97,64.2,4,-0.04,30,,,,,51.7,81.5,78.3,,81.0,,,59.0,,,0,1,99,45.4,34.6,106.8,9.3,9,3,0,1,4,4,4.0,637,7.5,84.5,103,103,6.9,2.34,0,4,3.9,78.6,81,0,6.9,104,68.9,6,0.25,39,,,,,72.0,90.3,78.5,,90.1,,,57.0,,,0,1,104,54.8,,97.1,0.0,0,1,0,0,1,2,1.9,773,7.5,0,53.6,28,32,14.4,3.19,1,1,2.9,46.9,15,47,0.0,47,31.1,0,-0.69,10,,,,,36.1,43.7,75.5,,42.5,,,62.6,,,1,1,49,29.8,27.7,96.9,27.7,13,2,0,2,4,4,8.2,224,7.0
Jake Luton,17287,QB,OREGON ST,4,149,70.8,48,52,10.9,2.7,0,3,5.7,59.6,31,22,8.8,55,36.9,3,-0.23,17,,,,,70.0,90.8,76.0,,90.4,,,,,,0,1,56,41.8,13.6,82.9,5.5,3,0,0,4,2,1,1.8,329,6.3,0,265,59.7,75.8,75.2,59.7,71.8,78,83,9.0,2.82,1,1,1.1,62.7,52,25,7.1,94,63.1,4,-0.16,27,,,,,51.5,60.3,78.2,,59.6,,,61.1,,,0,3,98,44.7,16.0,73.6,4.3,4,7,0,4,2,5,5.1,525,6.3,76.3,97,99,9.2,2.43,1,3,2.9,69.7,69,0,6.8,102,68.5,5,0.11,36,,,,,72.1,86.7,78.5,,86.0,,,58.2,,,0,1,105,51.0,,99.9,0.0,0,3,0,1,4,2,1.9,724,7.3,0,55.2,29,36,11.4,3.52,0,1,2.6,38.9,14,47,12.5,47,31.5,2,-0.84,8,,,,,36.1,48.6,75.5,,46.5,,,63.1,,,0,3,49,27.7,14.9,14.8,14.9,7,4,0,7,0,4,8.2,130,3.6
Ryan Metz,48058,QB,UTEP,7,147,56.9,58,66,10.8,2.76,2,1,1.4,42.4,28,33,15.2,77,52.4,5,-0.47,12,,,,,71.2,50.2,26.3,,53.0,,,52.2,,,0,2,81,23.4,18.2,56.9,7.8,6,5,0,6,2,3,3.7,348,5.3,0,330,75.6,52.7,50.4,62.2,71.2,59,65,7.6,2.67,2,1,1.5,55.4,36,17,14.3,70,47.6,6,-0.51,12,,,,,70.8,49.1,77.0,,50.6,,,51.9,,,1,4,73,34.3,17.6,46.6,4.3,3,2,0,3,1,4,5.5,294,4.5,71.9,89,92,8.7,2.4,3,1,1.0,58.7,54,0,15.6,97,66.0,10,-0.21,20,,,,,71.9,56.6,33.2,,59.0,,,51.8,,,0,4,101,38.1,,64.0,0.0,0,5,0,0,2,5,5.0,527,5.7,2,39.3,28,39,10.8,3.33,1,1,2.4,25.6,10,50,9.1,50,34.0,1,-1.04,4,,,,,69.8,36.9,75.8,,38.6,,,52.4,,,1,2,53,10.0,18.0,26.8,18.0,9,2,0,9,1,2,3.8,115,2.9
Quinten Dormady,35426,QB,TENNESSEE,5,141,75.0,28,30,7.5,2.23,0,0,0.0,60.0,18,13,14.3,31,22.0,3,0.29,12,,,,,68.6,59.6,74.3,,59.3,,,,,,0,1,35,54.8,0.0,110.0,0.0,0,0,0,2,3,2,5.7,277,9.2,0,307,60.7,48.8,49.3,48.7,61.4,101,107,9.5,2.57,3,4,3.6,54.2,58,25,6.5,110,78.0,4,-0.21,30,,,,,72.4,47.0,78.9,,47.2,,,,,,0,5,115,38.2,12.0,62.4,2.7,3,0,0,3,3,8,7.0,648,6.1,67.0,97,102,9.0,2.41,3,4,3.7,59.8,61,0,6.2,103,73.0,4,0.14,36,,,,,72.2,59.4,78.7,,59.1,,,,,,0,3,108,46.6,,90.4,0.0,0,0,0,2,6,5,4.6,762,7.5,0,56.3,32,35,9.2,2.71,0,0,0.0,42.9,15,38,16.7,38,27.0,3,-0.76,6,,,,,69.1,32.3,74.9,,32.7,,,,,,0,3,42,28.9,7.9,21.5,7.9,3,0,0,3,0,5,11.9,163,4.7
Kyle Bolin,46414,QB,RUTGERS,6,139,62.5,40,46,7.5,2.57,2,1,2.1,52.2,24,20,4.0,46,33.1,1,-0.39,10,,,,,69.5,45.0,75.4,,45.1,,,,,,2,2,48,26.1,0.0,54.3,0.0,0,0,0,2,1,2,4.2,217,4.7,0,278,74.9,51.8,50.3,55.2,70.9,79,89,8.5,2.55,2,3,3.2,55.1,49,20,12.5,93,66.9,7,-0.11,25,,,,66.7,71.9,56.3,78.2,,55.6,57.4,,62.8,,,0,4,97,40.9,10.0,59.8,2.2,2,2,2,6,2,4,4.1,493,5.5,71.4,91,98,7.8,2.29,2,2,2.0,60.2,59,0,9.2,99,71.2,6,-0.17,27,,,,66.7,72.1,59.4,78.5,,59.2,57.4,,,,,0,3,103,38.4,,69.1,1.0,1,0,2,3,2,3,2.9,537,5.5,1,57.1,28,37,9.3,3.21,2,2,5.1,37.8,14,40,12.5,40,28.8,2,-0.29,8,,,,,69.1,37.6,74.9,,36.0,,,62.8,,,2,3,42,30.0,2.5,28.3,2.5,1,2,0,5,1,3,7.1,173,4.7
Arion Worthman,25439,QB,AIR FORCE,10,139,58.6,58,61,13.5,3.22,0,3,4.8,54.1,33,53,2.9,80,57.6,1,0.18,30,,,,66.7,71.3,69.2,77.7,,67.0,90.3,,58.3,,,3,2,83,42.5,20.8,114.0,13.8,11,8,0,0,6,3,3.6,698,11.4,0,101,29.7,55.3,55.2,53.6,57.8,45,48,14.3,3.24,1,4,7.7,43.8,21,27,19.2,59,42.4,5,-0.3,15,,,,,42.6,44.1,76.5,,42.7,60.0,,63.1,,,1,2,63,32.2,22.2,83.9,10.2,6,4,0,1,4,7,11.1,402,8.4,63.0,54,55,13.2,2.65,1,4,7.1,58.2,32,0,5.9,59,42.4,2,0.42,25,,,,,70.2,71.6,76.3,,70.0,57.0,,66.4,,,0,1,60,49.2,,128.6,0.0,0,3,0,0,7,3,5.0,608,11.1,0,53.1,49,54,14.5,3.66,0,3,5.1,40.7,22,80,15.4,80,57.6,4,-0.35,20,,,,66.7,49.2,47.0,77.8,,43.6,90.8,,56.6,,,4,3,86,30.0,21.3,69.4,21.3,17,9,0,1,3,7,8.1,492,9.1
Giovanni Rescigno,27050,QB,RUTGERS,8,137,57.1,35,40,8.0,3.0,2,3,7.3,45.0,18,26,10.0,53,38.7,2,-0.3,9,,,,,70.0,61.7,75.9,,67.3,,,50.7,,,1,0,55,22.6,11.5,78.2,5.7,3,10,0,2,2,1,1.8,211,5.3,0,278,50.7,55.9,58.4,52.7,66.1,56,62,8.4,3.38,2,2,3.1,48.4,30,38,18.9,84,61.3,7,-0.36,15,,,,,49.1,46.8,77.8,,52.6,,,44.6,,,0,1,87,29.8,26.3,56.6,11.9,10,12,1,3,0,6,6.9,311,5.0,71.7,60,63,7.1,2.75,2,3,4.6,58.7,37,0,14.0,73,53.3,6,0.03,15,,,,,70.9,68.4,77.2,,73.9,,,47.7,,,0,0,75,35.6,,81.8,1.4,1,9,1,0,1,1,1.3,385,6.1,1,45.2,31,39,10.5,3.79,2,2,5.0,28.2,11,64,21.4,64,46.7,3,-0.76,9,,,,,43.7,35.6,76.7,,39.3,,,47.1,,,1,1,67,17.2,18.8,39.6,18.8,12,13,0,5,1,6,9.0,137,3.5
