canonical_name,join_name,draft_season,colleges,pff_player_id,final_grades_grades_pass,final_grades_grades_offense,final_grades_accuracy_percent,final_grades_btt_rate,final_grades_twp_rate,final_grades_ypa,final_grades_avg_depth_of_target,final_grades_avg_time_to_throw,final_grades_completion_percent,final_grades_sack_percent,final_grades_pressure_to_sack_rate,final_grades_positive_epa_percent,final_grades_epa,final_grades_dropbacks,final_grades_qb_rating,career_grades_grades_pass,career_grades_grades_offense,career_grades_accuracy_percent,career_grades_btt_rate,career_grades_twp_rate,career_grades_ypa,career_grades_avg_depth_of_target,career_grades_avg_time_to_throw,career_grades_completion_percent,career_grades_sack_percent,career_grades_pressure_to_sack_rate,career_grades_positive_epa_percent,career_grades_epa,career_grades_dropbacks,career_grades_qb_rating,final_pressure_pressure_accuracy_percent,final_pressure_pressure_grades_pass,final_pressure_pressure_twp_rate,final_pressure_pressure_sack_percent,final_pressure_no_pressure_accuracy_percent,final_pressure_no_pressure_grades_pass,final_pressure_blitz_accuracy_percent,final_pressure_blitz_grades_pass,final_depth_deep_attempts_percent,final_depth_deep_accuracy_percent,final_depth_deep_btt_rate,final_depth_deep_ypa,final_depth_medium_accuracy_percent,final_depth_short_accuracy_percent,final_average_ppa_pass,career_average_ppa_pass,combine_height,combine_weight,combine_forty,combine_vertical,combine_broad,combine_three_cone,combine_short_shuttle,combine_ras_score,combine_bmi,cfbd_ppa_pass_delta,college_seasons_count,college_career_dropbacks_total,college_seasons_150plus_dropbacks,traj_delta_grades_grades_pass,traj_delta_grades_ypa,traj_delta_grades_twp_rate,traj_delta_grades_accuracy_percent,pick,round,log_pick,day
Jordan Howard,jordan howard,2015,UAB,10784.0,60.4,82.2,100.0,0.0,0.0,0.0,-5.0,0.8,100.0,0.0,,0.0,-0.4,1.0,79.2,60.4,82.2,100.0,0.0,0.0,0.0,-5.0,0.8,100.0,0.0,,0.0,-0.4,1.0,79.2,,,,,100.0,60.4,100.0,60.4,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Jonathan Williams,jonathan williams,2015,Arkansas,10790.0,54.8,81.6,100.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,,0.0,-0.51,1.0,39.6,54.8,81.6,100.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,,0.0,-0.51,1.0,39.6,,,,,100.0,54.8,100.0,54.8,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Kevin Hogan,kevin hogan,2016,Stanford,10796.0,79.2,79.2,75.7,6.1,4.6,9.2,10.0,2.79,67.3,5.5,17.8,54.2,0.3,346.0,114.1,77.73735099337748,74.75788079470199,73.58728476821192,5.395761589403973,4.870860927152317,8.495761589403974,9.674966887417218,2.697907284768212,66.27072847682119,5.283311258278145,21.862913907284767,51.59973509933775,0.1970728476821192,380.12847682119207,105.21576158940395,61.2,52.3,3.5,17.8,79.9,88.8,74.2,72.2,17.0,38.5,26.7,12.7,65.1,86.3,0.481,0.4065,75.0,218.0,4.78,32.5,113.0,6.9,4.31,,27.24515555555556,0.07450000000000001,2,755.0,2.0,2.700000000000003,1.299999999999999,-0.5,3.9000000000000057,162.0,5.0,5.087596335232384,2.0
Tyreek Hill,tyreek hill,2015,Oklahoma State,10799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Keenan Reynolds,keenan reynolds,2016,Navy,10816.0,71.2,77.7,63.2,8.1,2.1,10.1,14.6,2.7,51.3,9.5,23.6,40.9,0.18,137.0,105.8,71.2,77.7,63.2,8.1,2.1,10.1,14.6,2.7,51.3,9.5,23.6,40.9,0.18,137.0,105.8,46.9,56.6,0.0,21.8,70.3,78.6,62.5,71.3,28.6,55.9,25.0,19.4,52.0,73.0,0.444,0.234,,,,,,,,,,0.21,2,137.0,0.0,,,,,,,,
Jakeem Grant Sr.,jakeem grant sr,2016,Texas Tech,10820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,60.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Nate Sudfeld,nate sudfeld,2016,Indiana,10821.0,82.6,81.4,70.9,5.8,4.0,8.7,10.3,2.64,59.8,2.7,11.4,48.3,0.22,438.0,102.7,76.52215189873417,75.96677215189875,70.53164556962025,5.216772151898734,3.693037974683544,8.116772151898735,10.330696202531646,2.6860443037974684,59.8,2.8227848101265822,11.7376582278481,47.563291139240505,0.1279113924050633,363.1012658227848,97.1746835443038,61.6,72.1,5.3,10.5,73.0,83.1,60.9,66.3,16.0,48.5,24.3,15.1,64.5,78.9,0.439,0.3535,78.0,234.0,5.02,29.0,105.0,,,,27.03846153846154,0.08550000000000002,2,632.0,2.0,19.799999999999997,1.8999999999999995,1.0,1.2000000000000028,187.0,6.0,5.231108616854587,2.0
Jake Rudock,jake rudock,2016,Iowa;Michigan,10825.0,73.4,73.8,75.9,3.4,3.4,7.7,8.3,2.79,64.1,4.3,11.9,49.8,0.18,442.0,96.1,73.63564593301436,72.52751196172248,74.20334928229666,3.729904306220096,3.070095693779905,7.370095693779904,8.724162679425836,2.7994258373205745,62.733253588516746,4.3,13.266746411483254,47.72631578947368,0.0857416267942583,419.377990430622,93.9791866028708,72.7,55.3,2.9,11.9,77.1,81.1,72.6,62.9,11.3,56.8,19.6,14.4,64.6,78.1,0.346,0.3149999999999999,,,,,,,,,,0.031000000000000083,2,836.0,2.0,-0.5,0.7000000000000002,0.6999999999999997,3.6000000000000085,191.0,6.0,5.25227342804663,2.0
Brandon Allen,brandon allen,2016,Arkansas,10835.0,90.5,90.0,74.1,6.3,3.9,9.3,9.5,2.95,65.9,3.7,11.0,52.8,0.38,405.0,113.6,81.57225806451613,80.83354838709677,70.18516129032258,5.058709677419355,4.043225806451613,8.058709677419355,9.881935483870969,2.8688387096774197,61.1258064516129,3.890967741935484,11.859354838709676,50.41290322580645,0.2558709677419355,388.2903225806452,102.38064516129032,64.1,60.8,7.1,11.0,77.7,93.1,67.1,79.0,11.6,48.8,31.8,16.8,68.5,79.6,0.547,0.4335,73.0,217.0,4.84,28.0,110.0,7.06,4.33,,28.6265715894164,0.11350000000000005,2,775.0,2.0,18.700000000000003,2.6000000000000005,-0.30000000000000027,8.199999999999989,201.0,6.0,5.303304908059076,2.0
Jeff Driskel,jeff driskel,2016,Florida;Louisiana Tech,10841.0,83.1,83.6,71.4,6.2,2.7,9.0,11.0,2.46,62.4,4.1,13.8,50.5,0.24,491.0,104.2,75.4183448275862,76.07972413793102,70.04441379310346,4.650758620689656,2.764551724137932,7.838068965517242,10.386758620689656,2.443862068965517,59.527448275862064,4.16455172413793,14.736,46.07820689655172,0.0172965517241379,408.0510344827586,91.06372413793105,64.1,69.8,1.4,13.8,73.7,85.2,68.9,79.4,20.4,39.1,24.0,11.1,67.0,80.3,0.382,0.2445,76.0,234.0,4.56,32.0,122.0,7.19,4.25,,28.480263157894736,0.1375,2,725.0,2.0,23.799999999999997,3.5999999999999996,-0.19999999999999973,4.200000000000003,207.0,6.0,5.332718793265369,2.0
Brandon Doughty,brandon doughty,2016,Western Kentucky,10857.0,91.1,91.5,81.8,4.3,2.4,9.3,8.0,2.42,71.2,2.6,9.6,54.1,0.38,567.0,122.4,89.62363636363635,89.46363636363637,79.20363636363636,4.503636363636364,2.349090909090909,8.994545454545456,8.305454545454545,2.4505454545454546,69.41818181818182,3.0072727272727278,12.247272727272726,52.47090909090909,0.324,577.6909090909091,119.54909090909092,68.9,75.9,2.5,9.6,85.7,91.7,84.1,81.3,11.7,53.1,24.6,19.4,68.5,88.3,0.524,0.4985,75.0,213.0,5.22,27.0,103.0,7.49,4.52,,26.620266666666662,0.025500000000000023,2,1155.0,2.0,2.8999999999999915,0.6000000000000014,0.10000000000000009,5.099999999999994,223.0,7.0,5.407171771460119,3.0
Devin Lucien,devin lucien,2016,Arizona State,10859.0,73.1,82.3,100.0,0.0,0.0,0.0,17.0,2.8,0.0,0.0,0.0,0.0,-0.68,1.0,39.6,73.1,82.3,100.0,0.0,0.0,0.0,17.0,2.8,0.0,0.0,0.0,0.0,-0.68,1.0,39.6,100.0,73.1,0.0,0.0,,,100.0,73.1,0.0,,,,100.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
De'Marcus Ayers,demarcus ayers,2016,Houston,10863.0,86.4,88.5,100.0,0.0,0.0,10.0,18.5,3.45,50.0,0.0,0.0,50.0,1.12,2.0,125.0,86.4,88.5,100.0,0.0,0.0,10.0,18.5,3.45,50.0,0.0,0.0,50.0,1.12,2.0,125.0,100.0,76.2,0.0,0.0,100.0,72.6,100.0,72.6,50.0,100.0,0.0,20.0,100.0,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Daniel Braverman,daniel braverman,2015,Western Michigan,10864.0,57.9,79.3,100.0,0.0,0.0,5.5,8.0,4.2,50.0,0.0,0.0,50.0,-0.67,2.0,66.7,57.9,79.3,100.0,0.0,0.0,5.5,8.0,4.2,50.0,0.0,0.0,50.0,-0.67,2.0,66.7,,60.0,0.0,0.0,100.0,60.4,100.0,60.4,,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Devin Fuller,devin fuller,2015,UCLA,10872.0,60.4,60.8,100.0,0.0,0.0,9.0,-2.0,3.8,100.0,0.0,,100.0,1.39,1.0,104.2,60.4,60.8,100.0,0.0,0.0,9.0,-2.0,3.8,100.0,0.0,,100.0,1.39,1.0,104.2,,,,,100.0,60.4,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Josh Ferguson,josh ferguson,2015,Illinois,10907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,0.0,50.0,,,,55.3,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Darion Griswold,darion griswold,2016,Arkansas State,10908.0,45.8,77.7,0.0,0.0,0.0,0.0,6.0,4.2,0.0,0.0,0.0,0.0,-0.64,1.0,39.6,45.8,77.7,0.0,0.0,0.0,0.0,6.0,4.2,0.0,0.0,0.0,0.0,-0.64,1.0,39.6,0.0,45.8,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Alan Cross,alan cross,2016,Memphis,10931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,100.0,,,,60.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Jake Coker,jake coker,2016,Alabama,10951.0,74.9,77.2,77.6,4.4,3.4,7.9,7.8,2.75,66.9,5.6,16.1,46.3,0.07,447.0,100.0,74.5654970760234,76.78830409356725,77.5485380116959,4.258479532163744,3.1555555555555554,7.758479532163744,8.173099415204678,2.7667251461988305,66.57836257309943,5.458479532163742,16.06140350877193,47.16198830409356,0.0725730994152046,397.9824561403509,100.8748538011696,62.0,52.4,4.8,16.1,82.8,84.8,74.2,62.0,12.0,46.8,28.0,16.9,61.0,80.5,0.328,0.3345,,,,,,,,,,-0.006500000000000006,2,513.0,1.0,2.6000000000000085,1.1000000000000005,1.9,0.3999999999999915,,,,
Glenn Gronkowski,glenn gronkowski,2016,Kansas State,10966.0,52.4,85.1,0.0,0.0,0.0,0.0,15.0,4.45,0.0,0.0,0.0,0.0,-1.18,2.0,39.6,52.4,85.1,0.0,0.0,0.0,0.0,15.0,4.45,0.0,0.0,0.0,0.0,-1.18,2.0,39.6,,60.0,0.0,0.0,0.0,54.8,0.0,52.4,0.0,,,,0.0,,,,,,,,,,,,,,2,2.0,0.0,,,,,,,,
Marken Michel,marken michel,2015,Massachusetts,10980.0,54.8,59.4,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,,0.0,-1.29,1.0,39.6,54.8,59.4,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,,0.0,-1.29,1.0,39.6,,,,,0.0,54.8,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Joel Stave,joel stave,2016,Wisconsin,10985.0,80.5,82.6,70.7,5.1,5.0,7.3,9.8,2.52,60.6,5.7,17.2,47.6,-0.07,401.0,80.5,74.86510500807755,77.0707592891761,67.14297253634895,4.466074313408724,4.788691437802908,7.053473344103391,10.504361873990309,2.738352180936995,58.0642972536349,5.312600969305331,16.108239095315025,46.33214862681745,-0.0418255250403877,336.5508885298869,76.16817447495961,59.2,65.4,5.6,14.9,75.1,84.9,58.8,49.4,12.1,44.4,22.0,10.2,62.5,80.6,0.26,0.215,77.0,236.0,4.8,33.5,115.0,7.29,4.33,,27.98245909934221,0.04500000000000001,2,619.0,2.0,16.0,0.7000000000000002,0.5999999999999996,10.100000000000001,,,,
Mike Bercovici,mike bercovici,2016,Arizona State,10986.0,77.7,75.8,72.1,3.8,4.0,7.3,8.6,2.49,59.8,6.5,22.9,42.2,0.02,586.0,94.5,75.48625954198474,74.17150127226462,71.38753180661577,3.978117048346056,4.0508905852417305,7.401781170483461,8.879898218829515,2.4925445292620867,60.10534351145038,5.9910941475826975,21.55139949109415,44.311959287531806,0.0581679389312977,487.7811704834606,95.28880407124682,63.3,43.3,6.4,22.3,74.3,89.2,73.2,73.0,13.1,35.7,16.0,11.0,62.8,80.6,0.266,0.329,,,,,,,,,,-0.063,2,786.0,2.0,8.700000000000003,-0.40000000000000036,-0.20000000000000018,2.799999999999997,,,,
Kenneth Farrow,kenneth farrow,2015,Houston,10988.0,37.5,84.9,0.0,0.0,100.0,0.0,25.0,3.4,0.0,0.0,0.0,0.0,-1.24,1.0,39.6,37.5,84.9,0.0,0.0,100.0,0.0,25.0,3.4,0.0,0.0,0.0,0.0,-1.24,1.0,39.6,0.0,37.5,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Bralon Addison,bralon addison,2016,Oregon,11013.0,27.2,81.1,,0.0,20.0,0.0,,5.4,0.0,33.3,50.0,33.3,-0.37,3.0,39.6,27.2,81.1,,0.0,20.0,0.0,,5.400000000000001,0.0,33.3,50.0,33.3,-0.3699999999999999,3.0,39.6,,27.2,25.0,50.0,,,,27.2,0.0,,,,,,,,,,,,,,,,,,1,3.0,0.0,,,,,,,,
Durron Neal,durron neal,2015,Oklahoma,11023.0,35.0,63.4,50.0,0.0,50.0,2.0,14.0,3.35,50.0,0.0,0.0,50.0,-0.73,2.0,56.3,35.0,63.4,50.0,0.0,50.0,2.0,14.0,3.35,50.0,0.0,0.0,50.0,-0.73,2.0,56.3,50.0,35.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
J.D. McKissic,jd mckissic,2016,Arkansas State,11047.0,60.4,77.3,100.0,0.0,0.0,10.0,-7.0,4.2,100.0,0.0,,50.0,0.31,2.0,108.3,60.4,77.3,100.0,0.0,0.0,10.0,-7.0,4.2,100.0,0.0,,50.0,0.31,2.0,108.3,,,,,100.0,60.4,100.0,60.4,0.0,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Cayleb Jones,cayleb jones,2016,Arizona,11075.0,88.1,71.4,100.0,100.0,0.0,25.0,26.0,5.4,100.0,0.0,0.0,100.0,1.64,1.0,118.8,88.1,71.4,100.0,100.0,0.0,25.0,26.0,5.4,100.0,0.0,0.0,100.0,1.64,1.0,118.8,100.0,88.1,0.0,0.0,,,,,100.0,100.0,100.0,25.0,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Tra Carson,tra carson,2016,Texas A&M,11104.0,60.6,76.8,100.0,0.0,0.0,28.0,-4.0,3.4,100.0,0.0,,100.0,0.94,1.0,118.8,59.150000000000006,71.69999999999999,50.0,0.0,0.0,14.0,-4.0,3.7,50.0,0.0,,50.0,-0.1149999999999999,1.0,79.2,,,,,100.0,60.6,,,0.0,,,,,,,,,,,,,,,,,,2,2.0,0.0,2.8999999999999986,28.0,0.0,100.0,,,,
Matt Johnson,matt johnson,2016,Bowling Green,11111.0,91.6,91.6,75.9,6.9,2.9,8.7,10.2,2.56,67.0,6.1,23.5,51.7,0.27,626.0,115.4,91.34174174174174,91.01141141141142,76.01411411411412,6.647747747747749,2.725825825825825,8.7,10.07987987987988,2.5666066066066064,67.14414414414415,6.184084084084085,23.72822822822823,51.8981981981982,0.2766066066066066,590.8048048048048,114.81141141141144,64.2,69.1,2.9,22.2,78.5,92.8,65.7,92.0,18.9,45.8,28.2,15.9,66.0,86.1,,,,,,,,,,,,,2,666.0,1.0,4.299999999999997,0.0,2.9,-1.8999999999999915,,,,
Quinshad Davis,quinshad davis,2016,North Carolina,11131.0,76.2,79.6,100.0,0.0,0.0,37.0,26.0,4.2,100.0,0.0,,100.0,3.71,1.0,158.3,76.2,76.55,100.0,0.0,0.0,30.0,26.0,4.1,100.0,0.0,,100.0,3.375,1.0,158.3,,,,,100.0,76.2,,,100.0,100.0,0.0,37.0,,,,,,,,,,,,,,,2,2.0,0.0,0.0,14.0,0.0,0.0,,,,
Paul McRoberts,paul mcroberts,2015,Southeast Missouri State,11192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Nelson Spruce,nelson spruce,2016,Colorado,11199.0,58.7,82.3,50.0,0.0,0.0,6.0,2.5,5.55,50.0,0.0,0.0,50.0,0.09,2.0,68.8,66.25,79.85,75.0,0.0,0.0,6.5,3.0,4.8,75.0,0.0,0.0,75.0,0.96,2.0,102.1,50.0,58.7,0.0,0.0,,,100.0,58.2,0.0,,,,,0.0,,,,,,,,,,,,,2,4.0,0.0,-15.099999999999994,-1.0,0.0,-50.0,,,,
D.J. Foster,dj foster,2015,Arizona State,11214.0,60.4,70.3,100.0,0.0,0.0,-3.0,-4.0,0.7,100.0,0.0,,0.0,-1.31,1.0,79.2,60.4,70.3,100.0,0.0,0.0,-3.0,-4.0,0.7,100.0,0.0,,0.0,-1.31,1.0,79.2,,,,,100.0,60.4,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
K.J. Maye,kj maye,2016,Minnesota,11248.0,77.2,74.5,100.0,0.0,0.0,16.0,7.0,3.6,100.0,0.0,,100.0,1.14,1.0,118.8,77.2,74.5,100.0,0.0,0.0,16.0,7.0,3.6,100.0,0.0,,100.0,1.14,1.0,118.8,,,,,100.0,77.2,,,0.0,,,,,100.0,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Josh Woodrum,josh woodrum,2016,Liberty,11253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,0.3615,75.0,231.0,4.8,31.0,116.0,6.74,4.31,,28.869866666666667,0.05249999999999999,2,0.0,0.0,,,,,,,,
Jalin Marshall,jalin marshall,2015,Ohio State,11259.0,46.9,67.8,0.0,0.0,0.0,0.0,21.5,3.2,0.0,0.0,0.0,0.0,-0.78,2.0,39.6,46.9,67.8,0.0,0.0,0.0,0.0,21.5,3.2,0.0,0.0,0.0,0.0,-0.78,2.0,39.6,0.0,55.3,0.0,0.0,0.0,50.4,,,,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Trevone Boykin,trevone boykin,2016,TCU,11279.0,90.7,90.1,73.3,6.2,4.4,9.0,11.0,2.76,64.7,2.2,10.9,50.9,0.28,447.0,109.1,82.47614314115309,84.26550695825048,70.74393638170973,5.4220675944334,4.344433399602385,8.388767395626243,11.166699801192845,2.6655367793240554,62.699602385685886,3.089065606361829,14.62296222664016,49.51083499005964,0.20220675944334,509.234592445328,103.93230616302186,67.3,79.4,4.1,10.9,74.3,90.6,67.4,73.7,20.7,53.7,23.1,14.7,69.9,78.9,0.49,0.403,72.0,212.0,4.77,32.0,110.0,,4.4,,28.749228395061728,0.08699999999999997,2,1006.0,2.0,14.799999999999997,1.0999999999999996,0.10000000000000053,4.599999999999994,,,,
Tanner McEvoy,tanner mcevoy,2015,Wisconsin,11288.0,59.7,72.1,67.3,0.9,5.1,6.3,10.5,3.02,58.0,3.1,9.8,47.3,0.06,131.0,69.4,59.7,72.1,67.3,0.9,5.1,6.3,10.5,3.02,58.0,3.1,9.8,47.3,0.06,131.0,69.4,63.0,64.8,2.3,7.3,68.8,57.0,63.8,62.8,,,,,,,,,,,,,,,,,,,1,131.0,0.0,,,,,,,,
Darrin Peterson,darrin peterson,2015,Liberty,11301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,
Tre Roberson,tre roberson,2016,Illinois State,11310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.419,-0.419,,,,,,,,,,0.0,1,0.0,0.0,,,,,,,,
K.J. Brent,kj brent,2016,Wake Forest,11349.0,54.8,64.8,100.0,0.0,0.0,19.0,19.0,5.1,100.0,0.0,,100.0,0.6,1.0,118.8,54.8,64.8,100.0,0.0,0.0,19.0,19.0,5.1,100.0,0.0,,100.0,0.6,1.0,118.8,,,,,100.0,54.8,,,0.0,,,,100.0,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Jaydon Mickens,jaydon mickens,2015,Washington,11371.0,56.6,69.0,0.0,0.0,0.0,0.0,11.0,4.7,0.0,0.0,,0.0,-2.29,1.0,39.6,56.6,69.0,0.0,0.0,0.0,0.0,11.0,4.7,0.0,0.0,,0.0,-2.29,1.0,39.6,,,,,0.0,56.6,0.0,56.6,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Joe Licata,joe licata,2016,Buffalo,11390.0,72.3,74.4,70.9,4.0,4.4,6.6,8.8,2.42,62.1,3.2,10.9,46.5,-0.02,471.0,79.2,70.65749704840613,71.64769775678867,72.36493506493507,4.488311688311688,4.222432113341204,7.04391971664699,9.288311688311689,2.5975678866587955,63.07662337662338,3.688311688311688,12.808854781582054,46.81074380165289,0.0288311688311688,428.827626918536,89.18819362455727,60.2,48.2,4.1,10.9,74.3,81.3,69.2,81.8,12.4,35.7,16.1,10.1,59.8,78.7,0.252,0.307,,,,,,,,,,-0.05499999999999999,2,847.0,2.0,3.700000000000003,-1.0,0.40000000000000036,-3.299999999999997,,,,
Max Wittek,max wittek,2016,Hawaii,11401.0,38.4,37.5,55.0,4.6,8.6,5.7,11.0,2.31,47.1,7.6,28.0,34.4,-0.45,304.0,50.6,38.4,37.5,55.0,4.6,8.6,5.7,11.0,2.31,47.1,7.6,28.0,34.4,-0.45,304.0,50.6,39.5,27.2,9.3,28.0,58.1,49.4,49.5,30.5,16.2,20.5,10.4,4.6,48.1,64.7,-0.094,-0.094,,,,,,,,,,0.0,1,304.0,1.0,,,,,,,,
J.J. Worton,jj worton,2015,UCF,11404.0,57.7,68.0,0.0,0.0,0.0,0.0,19.0,4.4,0.0,0.0,,0.0,-3.41,1.0,39.6,57.7,68.0,0.0,0.0,0.0,0.0,19.0,4.4,0.0,0.0,,0.0,-3.41,1.0,39.6,,,,,0.0,57.7,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,,,,,,,,
Marquise Williams,marquise williams,2016,North Carolina,11419.0,75.4,82.8,69.7,4.8,3.5,8.6,10.1,2.72,61.5,4.2,12.0,46.5,0.18,402.0,101.3,71.83595505617978,78.19415730337079,70.68696629213483,3.758202247191012,3.390337078651685,7.777528089887641,8.784044943820223,2.6925842696629214,62.15797752808989,4.693483146067416,12.932134831460672,46.66449438202247,0.0867865168539325,449.1550561797753,95.98134831460672,64.5,68.6,4.1,12.0,71.7,76.1,65.5,70.6,16.9,51.7,19.4,16.6,60.0,75.9,0.335,0.275,,,,,,,,,,0.06,2,890.0,2.0,6.5,1.5,0.20000000000000018,-1.7999999999999972,,,,
David Watford,david watford,2015,Virginia,11441.0,81.9,60.7,100.0,0.0,0.0,8.8,6.6,2.77,80.0,14.3,100.0,42.9,-0.46,7.0,103.3,81.9,60.7,100.0,0.0,0.0,8.8,6.6,2.77,80.0,14.3,100.0,42.9,-0.46,7.0,103.3,,60.0,0.0,100.0,100.0,85.0,100.0,58.9,,,,,,,0.128,0.128,,,,,,,,,,0.0,1,7.0,0.0,,,,,,,,
Kendal Thompson,kendal thompson,2016,Utah,11451.0,58.9,52.1,77.8,0.0,6.7,6.2,4.1,2.65,77.8,0.0,0.0,43.9,0.07,41.0,90.0,68.57863247863249,66.06581196581196,78.1897435897436,0.0,3.127350427350428,6.2,6.958119658119658,2.935811965811965,67.21196581196581,7.664957264957265,25.3982905982906,40.1974358974359,-0.1573504273504273,63.73504273504273,80.97094017094015,55.6,38.0,13.3,0.0,85.2,69.3,80.0,51.7,2.8,0.0,0.0,0.0,50.0,75.0,0.319,0.0965,,,,,,,,,,0.2225,2,117.0,0.0,-14.899999999999999,0.0,5.5,-0.6000000000000085,,,,
Jacob Huesman,jacob huesman,2016,Chattanooga,11514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.125,,,,,,,,,,0.08499999999999999,2,0.0,0.0,,,,,,,,
Blake Sims,blake sims,2015,Alabama,11515.0,85.7,87.4,74.2,4.2,2.6,8.9,9.5,2.77,64.2,3.2,14.1,51.9,0.27,444.0,105.8,85.7,87.40000000000002,74.2,4.2,2.6,8.9,9.5,2.7700000000000005,64.2,3.2000000000000006,14.1,51.9,0.27,444.0,105.8,58.3,70.4,1.9,13.1,77.2,87.0,67.6,79.5,,,,,,,0.468,0.468,,,,,,,,,,0.0,1,444.0,1.0,,,,,,,,
Mitch Trubisky,mitch trubisky,2017,North Carolina,11757.0,86.3,88.5,74.5,5.5,3.7,8.4,9.9,2.66,68.2,3.7,14.5,48.8,0.27,486.0,110.5,81.6231884057971,83.09468599033816,73.58502415458938,4.997584541062802,3.3690821256038643,8.341062801932367,9.916908212560388,2.603768115942029,67.64009661835749,3.5468599033816424,14.558937198067634,50.423671497584536,0.2528985507246377,395.8985507246377,108.92028985507248,65.5,62.8,2.9,14.5,76.6,90.4,75.5,77.1,16.9,40.8,22.1,13.5,67.8,83.2,0.453,0.5573333333333333,74.0,222.0,4.67,27.5,116.0,6.87,4.25,,28.5,-0.10433333333333333,3,621.0,1.0,-6.299999999999997,-3.4000000000000004,3.7,-10.599999999999994,,,,
Leonard Fournette,leonard fournette,2017,LSU,11759.0,50.4,69.6,0.0,0.0,0.0,0.0,28.0,2.7,0.0,0.0,,0.0,-0.62,1.0,39.6,50.4,69.6,0.0,0.0,0.0,0.0,28.0,2.7,0.0,0.0,,0.0,-0.62,1.0,39.6,,,,,0.0,50.4,,,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2,1.0,0.0,,,,,,,,
Corey Davis,corey davis,2017,Western Michigan,11760.0,,,,,,,,,,,,,,,,60.4,90.8,100.0,0.0,0.0,20.0,-0.5,3.35,100.0,0.0,0.0,100.0,1.14,1.0,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,,,,,,,,
Christian McCaffrey,christian mccaffrey,2016,Stanford,11763.0,49.3,91.7,50.0,0.0,0.0,5.5,4.0,3.15,50.0,0.0,,66.7,1.91,2.0,106.3,49.3,91.7,50.0,0.0,0.0,5.5,4.0,3.15,50.0,0.0,,66.7,1.91,2.0,106.3,,,,,50.0,49.3,100.0,60.6,0.0,,,,,50.0,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
